tx_id,time,target,action,status,object,state,attempts,notes,collected_at
1776685121164-3-508128486,2026-04-20 13:38 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776649828163-3-532844354,2026-04-20 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776621027209-3-89944594,2026-04-20 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776592226034-16-1198570251,2026-04-19 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776563425032-93-276621850,2026-04-19 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776534624032-15-1198570251,2026-04-19 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776505823032-92-276621850,2026-04-18 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776477022043-14-1198570251,2026-04-18 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776387601060-72-1433824918,2026-04-18 04:17 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776448221047-13-1198570251,2026-04-18 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776419420035-78-276621850,2026-04-17 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776390619178-4-276621850,2026-04-17 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776301201051-589-1458056422,2026-04-17 04:20 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776361818228-3-1198570251,2026-04-17 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776333017258-487-1903177770,2026-04-16 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776329165099-9-1521724965,2026-04-16 10:46 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776322436694-5-1327780673,2026-04-16 08:53 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776322344089-4-556889780,2026-04-16 08:52 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776319918890-3-1262549859,2026-04-16 08:12 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776318346482-8-616685759,2026-04-16 07:46 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776308412767-7-163885414,2026-04-16 05:00 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776308259259-5-973786215,2026-04-16 04:57 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776308263164-6-1690505747,2026-04-16 04:57 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776308254274-4-2116927255,2026-04-16 04:57 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776214801036-453-1458056422,2026-04-16 04:15 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776275415187-34-1742534769,2026-04-16 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776246614167-392-1903177770,2026-04-15 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776263478259-13-109267890,2026-04-15 16:31 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776263167489-12-951263486,2026-04-15 16:26 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776262142055-11-1627617354,2026-04-15 16:09 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776261904279-10-899677857,2026-04-15 16:05 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776261780585-9-2011857616,2026-04-15 16:03 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776248540027-3-947934414,2026-04-15 12:22 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776235464684-4-930476711,2026-04-15 08:44 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:00:29
1776263167489-12-951263486,2026-04-15 16:26 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776262142055-11-1627617354,2026-04-15 16:09 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776261904279-10-899677857,2026-04-15 16:05 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776261780585-9-2011857616,2026-04-15 16:03 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776248540027-3-947934414,2026-04-15 12:22 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776235464684-4-930476711,2026-04-15 08:44 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776235058908-8-1017357033,2026-04-15 08:37 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776215568154-5-1929837093,2026-04-15 04:16 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776215598100-7-1736800985,2026-04-15 04:16 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776128401050-255-1458056422,2026-04-15 04:16 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776215587383-6-2009498324,2026-04-15 04:16 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776178674291-7-102121324,2026-04-14 16:57 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776178456636-6-1020959134,2026-04-14 16:54 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776163376574-4-748036173,2026-04-14 12:42 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776162896636-7-1837364970,2026-04-14 12:34 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776162803406-6-189700563,2026-04-14 12:33 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776162735089-5-1793214091,2026-04-14 12:32 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776162715959-4-802269018,2026-04-14 12:31 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776159077368-3-1654637125,2026-04-14 11:31 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776156004920-5-1469005874,2026-04-14 10:42 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776155783157-4-732040145,2026-04-14 10:36 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776149866877-9-1610111370,2026-04-14 08:57 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776149700258-8-1512766364,2026-04-14 08:55 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776090964266-3-2079442332,2026-04-13 16:36 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776090826048-3-969332461,2026-04-13 16:33 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776087150965-124-1968685757,2026-04-13 15:34 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1775929803269-4-174494854,2026-04-12 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1775647893325-6-2005265217,2026-04-08 13:31 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1775006480664-3-2130989377,2026-04-01 06:08 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774946485285-7-618194434,2026-03-31 10:41 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774946443972-6-432467043,2026-03-31 10:40 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774944972865-207-1092766200,2026-03-31 10:16 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774944972866-208-1092766200,2026-03-31 10:16 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774944972866-210-1092766200,2026-03-31 10:16 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774944972865-205-1092766200,2026-03-31 10:16 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774944972866-209-1092766200,2026-03-31 10:16 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544478-192-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544477-191-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544477-187-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544476-181-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544477-188-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544478-193-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544477-189-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544477-190-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544476-184-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544476-182-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544476-183-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544478-194-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544476-185-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774943544477-186-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774942441628-273-1958964211,2026-03-31 09:34 CEST,ODC,Material Status Info,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774857833195-16-1092766200,2026-03-30 10:04 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774857833195-15-1092766200,2026-03-30 10:04 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774857833194-12-1092766200,2026-03-30 10:03 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774857833195-14-1092766200,2026-03-30 10:03 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774857833194-13-1092766200,2026-03-30 10:03 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1774602507569-556-810930105,2026-03-27 10:08 CET,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1773049065518-4-1658869575,2026-03-25 14:12 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1771919421435-4-97350652,2026-03-25 12:25 CET,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1773022051602-3-1462878026,2026-03-25 06:42 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1773365772935-6-1990032144,2026-03-24 08:49 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1773365716266-5-637663037,2026-03-24 08:49 CET,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1771809136328-4-1409856651,2026-03-24 05:47 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1771809141285-5-282639595,2026-03-24 05:47 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1771809130660-3-1526346528,2026-03-24 05:47 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1771809146538-6-290472319,2026-03-24 05:47 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1773308705983-5-35998683,2026-03-23 14:20 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1772803497893-64-666473856,2026-03-22 18:00 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1772681602476-43-435765794,2026-03-21 08:57 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1772681610070-44-697564393,2026-03-21 08:57 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:27
1776263167489-12-951263486,2026-04-15 16:26 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776262142055-11-1627617354,2026-04-15 16:09 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776261904279-10-899677857,2026-04-15 16:05 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776261780585-9-2011857616,2026-04-15 16:03 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776248540027-3-947934414,2026-04-15 12:22 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776235464684-4-930476711,2026-04-15 08:44 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776235058908-8-1017357033,2026-04-15 08:37 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776215568154-5-1929837093,2026-04-15 04:16 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776215598100-7-1736800985,2026-04-15 04:16 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776128401050-255-1458056422,2026-04-15 04:16 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776215587383-6-2009498324,2026-04-15 04:16 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776178674291-7-102121324,2026-04-14 16:57 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776178456636-6-1020959134,2026-04-14 16:54 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776163376574-4-748036173,2026-04-14 12:42 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776162896636-7-1837364970,2026-04-14 12:34 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776162803406-6-189700563,2026-04-14 12:33 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776162735089-5-1793214091,2026-04-14 12:32 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776162715959-4-802269018,2026-04-14 12:31 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776159077368-3-1654637125,2026-04-14 11:31 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776156004920-5-1469005874,2026-04-14 10:42 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776155783157-4-732040145,2026-04-14 10:36 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776149866877-9-1610111370,2026-04-14 08:57 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776149700258-8-1512766364,2026-04-14 08:55 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776090964266-3-2079442332,2026-04-13 16:36 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776090826048-3-969332461,2026-04-13 16:33 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1776087150965-124-1968685757,2026-04-13 15:34 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1775929803269-4-174494854,2026-04-12 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1775647893325-6-2005265217,2026-04-08 13:31 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1775006480664-3-2130989377,2026-04-01 06:08 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774946485285-7-618194434,2026-03-31 10:41 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774946443972-6-432467043,2026-03-31 10:40 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774944972865-207-1092766200,2026-03-31 10:16 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774944972866-208-1092766200,2026-03-31 10:16 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774944972866-210-1092766200,2026-03-31 10:16 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774944972865-205-1092766200,2026-03-31 10:16 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774944972866-209-1092766200,2026-03-31 10:16 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544478-192-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544477-191-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544477-187-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544476-181-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544477-188-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544478-193-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544477-189-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544477-190-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544476-184-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544476-182-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544476-183-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544478-194-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544476-185-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774943544477-186-1092766200,2026-03-31 09:52 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774942441628-273-1958964211,2026-03-31 09:34 CEST,ODC,Material Status Info,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774857833195-16-1092766200,2026-03-30 10:04 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774857833195-15-1092766200,2026-03-30 10:04 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774857833194-12-1092766200,2026-03-30 10:03 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774857833195-14-1092766200,2026-03-30 10:03 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774857833194-13-1092766200,2026-03-30 10:03 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1774602507569-556-810930105,2026-03-27 10:08 CET,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1773049065518-4-1658869575,2026-03-25 14:12 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1771919421435-4-97350652,2026-03-25 12:25 CET,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1773022051602-3-1462878026,2026-03-25 06:42 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1773365772935-6-1990032144,2026-03-24 08:49 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1773365716266-5-637663037,2026-03-24 08:49 CET,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1771809136328-4-1409856651,2026-03-24 05:47 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1771809141285-5-282639595,2026-03-24 05:47 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1771809130660-3-1526346528,2026-03-24 05:47 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1771809146538-6-290472319,2026-03-24 05:47 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1773308705983-5-35998683,2026-03-23 14:20 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1772803497893-64-666473856,2026-03-22 18:00 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1772681602476-43-435765794,2026-03-21 08:57 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1772681610070-44-697564393,2026-03-21 08:57 CET,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:01:45
1777033288573-694-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:03:12
1777033288571-682-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:03:12
1777033288572-688-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:03:12
1777033288573-692-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:03:12
1776906001038-472-1202124232,2026-04-24 05:03 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:03:12
1776906938990-3-574740405,2026-04-23 05:00 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:03:12
